title,price,rooms,area,parking,bathrooms,tax,condominium_fee,link,city,neighborhood
"Imobiliária Cilar Aluga Apartamento no Centro com 47,43m², Ref. 07565.039-CILAR",2990,1.0,33.0,,1.0,,663.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-no-centro-com-47-43m-ref-07565-039-cilar-1314367011,Curitiba,Centro
Apartamento Duplex/Cobertura em Cabral - Curitiba,30000,3.0,323.0,4.0,5.0,,3500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-duplex-cobertura-em-cabral-curitiba-1314366536,Curitiba,Hugo Lange
Apartamento em Juvevê - Curitiba,3750,2.0,98.0,2.0,2.0,41.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-em-juveve-curitiba-1314365332,Curitiba,Juvevê
"Imobiliária Cilar Aluga Apartamento no Centro com 48,46m², Ref. 07565.038-CILAR",2990,1.0,34.0,,1.0,,672.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-no-centro-com-48-46m-ref-07565-038-cilar-1314362453,Curitiba,Centro
"Apartamento com 2 quartos para alugar por R$ 1400.00, 32.84 m2 - CRISTO REI - CURITIBA/PR",1400,2.0,33.0,1.0,1.0,51.0,520.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-1400-00-32-84-m2-cristo-rei-curitiba-pr-1314360048,Curitiba,Cristo Rei
"Apartamento no São Francisco com 3 quartos de 104,81m² - Edifício Emilio de Menezes",2300,3.0,63.0,1.0,3.0,116.0,154.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-sao-francisco-com-3-quartos-de-104-81m-edificio-emilio-de-menezes-1314339547,Curitiba,São Francisco
"Apartamento amplo com 4 dormitórios para alugar por R$ 3.800/mês no bairro Centro, Curitib",3800,4.0,242.0,2.0,5.0,412.0,2300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-amplo-com-4-dormitorios-para-alugar-por-r-3-800-mes-no-bairro-centro-curitib-1314335241,Curitiba,Centro
Apartamento 3 quartos com suítes para locação no Água Verde em Curitiba/PR - Confiancce Im,13799,3.0,221.0,3.0,5.0,1.0,2476.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-3-quartos-com-suites-para-locacao-no-agua-verde-em-curitiba-pr-confiancce-im-1314308932,Curitiba,Água Verde
"Apartamento com 2 dormitórios para alugar, 57 m² por R$ 2.800/mês - Jardim Social - Curiti",2800,2.0,57.0,1.0,1.0,143.0,575.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-57-m-por-r-2-800-mes-jardim-social-curiti-1314286645,Curitiba,Atuba
"Apartamento, 115 m² - venda por R$ 1.150.000,00 ou aluguel por R$ 6.356,00/mês - Mossunguê",4500,4.0,115.0,3.0,3.0,3432.0,1500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-115-m-venda-por-r-1-150-000-00-ou-aluguel-por-r-6-356-00-mes-mossungue-1314242093,Curitiba,Mossunguê
"Apartamento com 1 dormitório para alugar, 48 m² por R$ 3.025,00/ano - Centro - Curitiba/PR",2199,1.0,48.0,1.0,1.0,1512.0,700.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-48-m-por-r-3-025-00-ano-centro-curitiba-pr-1314206854,Curitiba,Centro
"Apartamento para alugar com 2 quartos, 49m², R$ 1.750,00, Santa Quitéria.",1750,2.0,49.0,1.0,1.0,38.0,532.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-alugar-com-2-quartos-49m-r-1-750-00-santa-quiteria-1314148319,Curitiba,Campo Comprido
APARTAMENTO com 2 dormitórios à venda com 53.62m² no bairro TANGUÁ - ALMIRANTE TAMANDARE /,1200,2.0,41.0,1.0,1.0,58.0,493.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-a-venda-com-53-62m-no-bairro-tangua-almirante-tamandare-1314147036,Almirante Tamandaré,Tanguá
Apartamento Com 3 Quartos Para Alugar Em Curitiba Água Verde - Confiancce Imóveis,13800,3.0,221.0,3.0,5.0,1.0,2476.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-quartos-para-alugar-em-curitiba-agua-verde-confiancce-imoveis-1314145580,Curitiba,Água Verde
Apartamento face norte com vista livre no Batel.,11500,4.0,208.0,2.0,5.0,4900.0,1500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-face-norte-com-vista-livre-no-batel-1314125067,Curitiba,Batel
Studio alto padrão no Batel,3250,1.0,38.0,,1.0,100.0,700.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-alto-padrao-no-batel-1314123218,Curitiba,Água Verde
"Imobiliária Cilar Aluga Apartamento 3 Quartos no Batel com 194,21m², Ref. 00336.001-CILAR",3900,3.0,150.0,1.0,4.0,397.0,1320.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-3-quartos-no-batel-com-194-21m-ref-00336-001-cilar-1314122378,Curitiba,Centro
Apartamento Cristo Rei,3100,2.0,50.0,1.0,1.0,83.0,450.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-cristo-rei-1314118141,Curitiba,Cristo Rei
Studio mobilado próximo a PUC,2200,1.0,34.0,,1.0,44.0,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-mobilado-proximo-a-puc-1314116234,Curitiba,Prado Velho
"Imobiliária Cilar Aluga Apartamento 2 Quartos no Fanny com 50m², Ref. 00270.004 - CILAR",1450,2.0,50.0,,1.0,18.0,80.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-2-quartos-no-fanny-com-50m-ref-00270-004-cilar-1314110067,Curitiba,Fanny
Sudio semi mobiliado no Agua Verde 38m,3490,1.0,38.0,,1.0,57.0,650.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/sudio-semi-mobiliado-no-agua-verde-38m-1314103626,Curitiba,Água Verde
"Imobiliária Cilar Aluga Apartamento 3 Quartos no Cabral com 165,05m², Ref. 00334.001-CILAR",4600,3.0,165.0,1.0,2.0,176.0,921.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-3-quartos-no-cabral-com-165-05m-ref-00334-001-cilar-1314101193,Curitiba,Cabral
Studio no Centro primeira locação,2600,1.0,26.0,,1.0,,470.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-no-centro-primeira-locacao-1314100562,Curitiba,Centro
Espaçoso apartamento próximo ao Parque Barigui,4900,3.0,112.0,2.0,3.0,140.0,570.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/espacoso-apartamento-proximo-ao-parque-barigui-1314099031,Curitiba,Santo Inácio
Apartamento com vista panorâmica no Santo Inácio,5500,3.0,113.0,2.0,2.0,244.0,670.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-vista-panoramica-no-santo-inacio-1314096448,Curitiba,Santo Inácio
Apartamento 3 quartos no Portão,1900,3.0,67.0,1.0,2.0,66.0,270.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-3-quartos-no-portao-1314088615,Curitiba,Portão
Studio Mobiliado e Decorado no Bairro Água Verde,3300,1.0,28.0,,1.0,102.0,600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-mobiliado-e-decorado-no-bairro-agua-verde-1314079919,Curitiba,Água Verde
Imóvel para aluguel tem 30 metros quadrados com 1 quarto em Centro - Curitiba - PR,2500,1.0,30.0,1.0,1.0,69.0,430.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imovel-para-aluguel-tem-30-metros-quadrados-com-1-quarto-em-centro-curitiba-pr-1314045203,Curitiba,Centro
"Apartamento com 1 dormitório mobiliado para alugar, 42 m² por R$ 2.900/mês - Centro - Curi",2900,1.0,43.0,1.0,1.0,1093.0,966.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-mobiliado-para-alugar-42-m-por-r-2-900-mes-centro-curi-1314014912,Curitiba,Centro
"Apartamento com 2 dormitórios para alugar, 53 m² por R$ 2.770,00/mês - Novo Mundo - Curiti",2350,2.0,54.0,1.0,1.0,,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-53-m-por-r-2-770-00-mes-novo-mundo-curiti-1313880555,Curitiba,Novo Mundo
"Apartamento com 1 dormitório para alugar, 31 m² por R$ 2.170,00/mês - Novo Mundo - Curitib",1750,1.0,32.0,1.0,1.0,,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-31-m-por-r-2-170-00-mes-novo-mundo-curitib-1313880506,Curitiba,Novo Mundo
"Loft com 2 dormitórios para alugar, 75 m² por R$ 7.500/mês - Batel - Curitiba/PR",7500,2.0,75.0,1.0,3.0,3540.0,1550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/loft-com-2-dormitorios-para-alugar-75-m-por-r-7-500-mes-batel-curitiba-pr-1313840468,Curitiba,Centro
"Apartamento para venda e locação, 21 m² privativos, 1 dormitório, Mossunguê, Curitiba, PR",2230,1.0,21.0,,1.0,90.0,410.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-venda-e-locacao-21-m-privativos-1-dormitorio-mossungue-curitiba-pr-1313832231,Curitiba,Mossunguê
STUDIO MOBILIADO,2500,1.0,23.0,,1.0,46.0,310.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-mobiliado-1313795145,Curitiba,Pinheirinho
"Apartamento com 1 dormitório para alugar, 33 m² por R$ 2.050,64/mês - Champagnat - Curitib",1400,1.0,34.0,,1.0,640.0,597.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-33-m-por-r-2-050-64-mes-champagnat-curitib-1313794897,Curitiba,Bigorrilho
Aconchegante Apartamento Mobiliado ao lado Shop Estação,2000,1.0,30.0,,1.0,50.0,380.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/aconchegante-apartamento-mobiliado-ao-lado-shop-estacao-1313792506,Curitiba,Rebouças
Apartamento cristo rei,3000,3.0,82.0,1.0,2.0,1883.0,650.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-cristo-rei-1313792360,Curitiba,Cristo Rei
"Apartamento com 3 dormitórios para alugar, 62 m² por R$ 2.224,55/mês - Portão - Curitiba/P",1600,3.0,63.0,1.0,1.0,895.0,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-62-m-por-r-2-224-55-mes-portao-curitiba-p-1313782152,Curitiba,Portão
APARTAMENTO 3 QUARTOS + GARAGEM - RES.VILA ROMANA - PORTÃO - AO LADO DA CHURRASCARIA SUPRE,2000,3.0,104.0,1.0,2.0,80.0,500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-3-quartos-garagem-res-vila-romana-portao-ao-lado-da-churrascaria-supre-1313764639,Curitiba,Portão
"Apartamento, Semi mobiliado, 04 quartos, 03 suítes, 02 Vagas, Batel, Curitiba.",11500,4.0,208.0,2.0,5.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-semi-mobiliado-04-quartos-03-suites-02-vagas-batel-curitiba-1313734654,Curitiba,Batel
"Apartamento com 1 quarto para alugar por R$ 1450.00, 37.09 m2 - CENTRO - CURITIBA/PR",1450,1.0,37.0,,1.0,51.0,360.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-para-alugar-por-r-1450-00-37-09-m2-centro-curitiba-pr-1313688647,Curitiba,Centro
Mobiliado no Água Verde - 95m2 - Andar Alto,3200,2.0,76.0,1.0,2.0,175.0,680.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/mobiliado-no-agua-verde-95m2-andar-alto-1313688563,Curitiba,Rebouças
Imóvel para aluguel possui 21 metros quadrados com 1 quarto em Campo Comprido - Curitiba -,1100,1.0,21.0,1.0,1.0,14.0,150.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imovel-para-aluguel-possui-21-metros-quadrados-com-1-quarto-em-campo-comprido-curitiba-1313673164,Curitiba,Campo Comprido
"Apartamento com 2 quartos para alugar por R$ 2600.00, 85.00 m2 - CENTRO - CURITIBA/PR",2600,2.0,85.0,1.0,1.0,23.0,575.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-2600-00-85-00-m2-centro-curitiba-pr-1313646179,Curitiba,Centro
"Apartamento com 2 quartos para alugar por R$ 1250.00, 40.00 m2 - BONFIM - ALMIRANTE TAMAND",1250,2.0,40.0,1.0,1.0,78.0,285.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-1250-00-40-00-m2-bonfim-almirante-tamand-1313596836,Almirante Tamandaré,Bonfim
Imóvel para aluguel tem 62 metros quadrados com 2 quartos em Cachoeira - Almirante Tamanda,1300,2.0,62.0,,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imovel-para-aluguel-tem-62-metros-quadrados-com-2-quartos-em-cachoeira-almirante-tamanda-1313514324,Almirante Tamandaré,Cachoeira
"Apartamento com 2 dormitórios para alugar, 45 m² por R$ 1.518,00/mês - Portão - Curitiba/P",1200,2.0,45.0,1.0,1.0,576.0,270.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-45-m-por-r-1-518-00-mes-portao-curitiba-p-1313488157,Curitiba,Lindóia
"Apartamento com 3 dormitórios para alugar, 65 m² por R$ 3.944,00/mês - Água Verde - Curiti",3390,3.0,65.0,2.0,2.0,1524.0,427.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-65-m-por-r-3-944-00-mes-agua-verde-curiti-1313346359,Curitiba,Vila Izabel
Apartamento Alto Padrão para Aluguel em Mossunguê Curitiba-PR,4100,2.0,86.0,2.0,2.0,168.0,1010.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-alto-padrao-para-aluguel-em-mossungue-curitiba-pr-1313194037,Curitiba,Mossunguê
"Cobertura com 3 dormitórios para alugar, 270 m² por R$ 7.155,00/mês - Cabral - Curitiba/PR",4900,3.0,270.0,3.0,4.0,4620.0,1800.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-com-3-dormitorios-para-alugar-270-m-por-r-7-155-00-mes-cabral-curitiba-pr-1313137658,Curitiba,Cabral
"Apartamento com 2 dormitórios para alugar, 43 m² por R$ 1.100/mês - São Gabriel - Colombo/",1100,2.0,43.0,1.0,1.0,372.0,310.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-43-m-por-r-1-100-mes-sao-gabriel-colombo-1313119033,Colombo,São Gabriel
Excelente apartamento com 185m² localizado em região privilegiada no bairro Santo Inácio,5499,3.0,185.0,2.0,1.0,205.0,430.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-apartamento-com-185m-localizado-em-regiao-privilegiada-no-bairro-santo-inacio-1313110172,Curitiba,Santo Inácio
"Vende apto, 3 suítes, 3 garagem, Ecoville, Campo Comprido",9500,3.0,180.0,3.0,5.0,5261.0,1624.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/vende-apto-3-suites-3-garagem-ecoville-campo-comprido-1313109899,Curitiba,Campo Comprido
"APARTAMENTO PARA LOCAÇÃO NO ALTO DA XV, CURITIBA/PR | 3 Quartos",3950,3.0,118.0,1.0,3.0,3240.0,1711.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-locacao-no-alto-da-xv-curitiba-pr-3-quartos-1313093883,Curitiba,Alto da Rua XV
"Apartamento com 3 dormitórios para alugar, 143 m² por R$ 3.300,00/mês - Champagnat - Curit",2200,3.0,143.0,1.0,2.0,,1100.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-143-m-por-r-3-300-00-mes-champagnat-curit-1313076414,Curitiba,Mercês
Apartamento Kitchenette/Studio em Água Verde - Curitiba,2000,1.0,18.0,1.0,1.0,53.0,477.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-kitchenette-studio-em-agua-verde-curitiba-1313026859,Curitiba,Água Verde
Excelente Apartamento mobiliado com 30m2 - 1 quarto - Vaga de garagem - Prado Velho,2200,1.0,30.0,1.0,1.0,35.0,212.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-apartamento-mobiliado-com-30m2-1-quarto-vaga-de-garagem-prado-velho-1313013659,Curitiba,Prado Velho
APARTAMENTO MOBILIADO COM GARAGEM,1450,1.0,41.0,1.0,1.0,,582.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-com-garagem-1312955340,Curitiba,Centro
APTO. SEMIMOBILIADO - AV BATEL - 4 DORMS (2 SUITE) 2 VAGAS DE GR -PROX. PATIO BATEL - Curi,4800,4.0,186.0,2.0,4.0,180.0,1600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apto-semimobiliado-av-batel-4-dorms-2-suite-2-vagas-de-gr-prox-patio-batel-curi-1312930857,Curitiba,Batel
Apartamento com 2 quartos e 1 vaga para aluguel no Capão Raso,2000,2.0,61.0,1.0,2.0,98.0,538.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-e-1-vaga-para-aluguel-no-capao-raso-1312871151,Curitiba,Capão Raso
Apartamento com 1 dormitório para alugar - Bigorrilho - Curitiba/PR,1450,1.0,23.0,1.0,1.0,,560.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-bigorrilho-curitiba-pr-1312869286,Curitiba,Bigorrilho
"Apartamento com 1 dormitório para alugar, 22 m² - Bigorrilho - Curitiba/PR",1350,1.0,23.0,,1.0,,560.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-22-m-bigorrilho-curitiba-pr-1312869289,Curitiba,Bigorrilho
"Apartamento com 2 dormitórios para alugar, 40 m² por R$ 1.031,95/mês - Jardim Itaqui - Cam",700,2.0,40.0,1.0,1.0,383.0,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-40-m-por-r-1-031-95-mes-jardim-itaqui-cam-1312864796,Campo Largo,Jardim Itaqui
"Apartamento com 2 dormitórios para alugar, 41 m² por R$ 1.100/mês - Palmital - Colombo/PR",1100,2.0,41.0,1.0,1.0,456.0,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-41-m-por-r-1-100-mes-palmital-colombo-pr-1312837551,Colombo,Palmital
APARTAMENTO COM 3 DORMITÓRIOS PARA LOCAÇÃO,980,3.0,42.0,1.0,1.0,,400.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-locacao-1312837531,Curitiba,Cidade Industrial
Apartamento com 2 quartos e 1 vaga para aluguel no Capão Raso,2000,2.0,61.0,1.0,2.0,98.0,538.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-e-1-vaga-para-aluguel-no-capao-raso-1312832372,Curitiba,Capão Raso
"Apartamento com 2 dormitórios para alugar, 50 m² por R$ 1.300,00/mês - Jardim Graciosa - C",1300,2.0,51.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-50-m-por-r-1-300-00-mes-jardim-graciosa-c-1312825916,Campina Grande do Sul,N/A
Apartamento 456 m² de 04 quartos no Batel - Curitiba/PR,4900,4.0,456.0,,4.0,,565.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-456-m-de-04-quartos-no-batel-curitiba-pr-1312818278,Curitiba,Centro
"APARTAMENTO DE 1 DORMITÓRIO SENDO 1 SUÍTE, ENSOLARADO E BEM LOCALIZADO. PRÓXIMO A UFPR E H",1200,1.0,18.0,,1.0,42.0,370.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-1-dormitorio-sendo-1-suite-ensolarado-e-bem-localizado-proximo-a-ufpr-e-h-1312817103,Curitiba,Centro
Oportunidade Única no Alto da XV - Apartamento Espetacular à Venda!,3950,3.0,119.0,2.0,3.0,250.0,1400.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/oportunidade-unica-no-alto-da-xv-apartamento-espetacular-a-venda-1312787738,Curitiba,Alto da Rua XV
"Apartamento com 1 quarto para alugar por R$ 1250.00, 17.00 m2 - CENTRO - CURITIBA/PR",1250,1.0,17.0,,1.0,23.0,600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-para-alugar-por-r-1250-00-17-00-m2-centro-curitiba-pr-1312783982,Curitiba,Centro
Amplo apartamento 100% mobiliado no Centro Cívico,3900,4.0,138.0,2.0,3.0,371.0,1140.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/amplo-apartamento-100-mobiliado-no-centro-civico-1312719806,Curitiba,Alto da Glória
"Apartamento com 2 quartos para alugar por R$ 3000.00, 86.40 m2 - BIGORRILHO - CURITIBA/PR",3000,2.0,86.0,1.0,1.0,182.0,860.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-3000-00-86-40-m2-bigorrilho-curitiba-pr-1312715729,Curitiba,Bigorrilho
Apartamento 2 quartos com suíte para locação no Água Verde em Curitiba/PR - Confiancce Imó,5000,2.0,265.0,4.0,2.0,287.0,1.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-2-quartos-com-suite-para-locacao-no-agua-verde-em-curitiba-pr-confiancce-imo-1312648459,Curitiba,Água Verde
"Apartamento com 2 dormitórios para alugar, 99 m² por R$ 3.945,00/mês - Bacacheri - Curitib",2900,2.0,99.0,1.0,2.0,2100.0,870.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-99-m-por-r-3-945-00-mes-bacacheri-curitib-1312610747,Curitiba,Bacacheri
"Apartamento com 2 dormitórios para alugar, 38 m² por R$ 1.706,00/mês - Caiobá - Matinhos/P",1200,2.0,39.0,1.0,1.0,636.0,453.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-38-m-por-r-1-706-00-mes-caioba-matinhos-p-1312593951,Matinhos,N/A
"Studio com 1 dormitório para alugar, 24 m² por R$ 2.300,00/mês - Centro - Curitiba/PR",2300,1.0,24.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-com-1-dormitorio-para-alugar-24-m-por-r-2-300-00-mes-centro-curitiba-pr-1312576156,Curitiba,Centro
Apartamento Novo no Fanny,2500,3.0,90.0,2.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-novo-no-fanny-1312567649,Curitiba,Fanny
Apartamento para venda possui 40 metros quadrados com 2 quartos em Jardim Itaqui - Campo L,940,2.0,40.0,1.0,1.0,120.0,297.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-venda-possui-40-metros-quadrados-com-2-quartos-em-jardim-itaqui-campo-l-1312556508,Campo Largo,Jardim Itaqui
STUDIO AGUA VERDE,1550,1.0,24.0,,1.0,75.0,268.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-agua-verde-1312539945,Curitiba,Água Verde
Apartamento Semi mobiliado no Centro - Edifício Central Park,2000,1.0,47.0,,1.0,,618.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-semi-mobiliado-no-centro-edificio-central-park-1312522348,Curitiba,Centro
